BILL OF MATERIAL DETAIL - THỐNG KÊ DIỄN GIẢI KHỐI LƯỢNG,,,,,,,,,,,,,,,,,,,,,
    ,PROJECT CODE  - MÃ DỰ ÁN:        ,,BG-1....25,,,,,,,,,,,,,,,,,,
    ,CONTRACTOR - BÊN GIAO THẦU :              ,,CONG TY TNHH MDA E&C,,,,,,,,,,,,,,,,,,
    ,PROJECT NAME - TÊN DỰ ÁN :        ,,NHA MAY SAN XUAT INTERFLEX & KOREA CIRCUIT VINA,,,,,,,,,,,,,,,,,,
    ,ITEM NAME -TÊN HẠNG MỤC:           ,,NHA XE ,,,,,,,,,,,,,,,,,,
    ,SUBCONTRACTOR - NHÀ THẦU :       ,,MINH CUONG STEEL,,,,,,,,,,,,,,,,,,
    ,LOCATION - ĐỊA ĐIỂM:,,XA VINH TUONG - T.PHU THO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
NO,Dự án_ID (Project_ID),Cấu kiện (Assembly_ID),Tên ck (Ass name),Tên chi tiết (Part name),Tiết diện (Profile),Vật liệu (Material),Dày (Thick) (mm),Rộng (Width) (mm),Dài (Length) (mm),SL/1CK (Qty/Ass),SL tổng (QtyTotal),KL CT (Weight 1 Part) (kg),KL/1CK tổ hợp (Weight 1 combination Ass) (kg),KL tổ hợp (Weight combination Total) (kg),KL/1CK (Weight 1 Ass) (kg),KL tổng (Weight Total) (kg),Area 1 Ass -(m2),Area Total (m2),welding machine (mh),hand welding (mh),Note
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.66            ,                ,F.66            ,PLT8*200,Q355    ,8,200,481,1,2,6.05,6.05,12.1,6.05,12.1,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.27            ,                ,W.27            ,PLT6*384,Q355    ,6,384,483,1,2,8.67,8.67,17.34,8.67,17.34,0.38,0.76,3864,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.7            ,                ,BK.7            ,H300*200*6*10,Q355    ,,          ,596,3,3,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,3,12.66,,,12.66,37.98,0.22,0.67,,4824,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,6,8.88,17.76,53.28,17.76,53.28,0.24,1.45,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,3,0.31,,,0.31,0.93,0.02,0.05,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.29            ,                ,W.29            ,PLT6*280,Q355    ,6,280,580,1,3,7.58,7.58,22.74,7.58,22.74,0.33,1,6960,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.16           ,                ,BK.16           ,H300*200*6*10,Q355    ,,          ,500,1,1,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,1,12.66,,,12.66,12.66,0.22,0.22,,1608,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.67            ,                ,F.67            ,PLT10*200,Q355    ,10,200,483,2,2,7.6,15.2,15.2,15.2,15.2,0.21,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.46            ,                ,W.46            ,PLT6*280,Q355    ,6,280,484,1,1,6.32,6.32,6.32,6.32,6.32,0.28,0.28,1936,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.17           ,                ,BK.17           ,H300*200*8*10,Q355    ,,          ,596,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,2,12.66,,,12.66,25.32,0.22,0.45,,3216,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,4,8.88,17.76,35.52,17.76,35.52,0.24,0.97,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,2,0.31,,,0.31,0.62,0.02,0.03,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.44            ,                ,W.44            ,PLT8*280,Q355    ,8,280,580,1,2,10.11,10.11,20.22,10.11,20.22,0.34,0.67,4640,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-SRT2.3          ,                ,SRT2.3          ,H300X200X6X10,Q355    ,,          ,631,1,1,,,,,,,,,0,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-EP.3            ,                ,EP.3            ,PLT16*240,Q355    ,16,240,420,1,1,12.66,,,12.66,12.66,0.22,0.22,,1608,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.70            ,                ,F.70            ,PLT10*200,Q355    ,10,200,586,1,1,9.22,9.22,9.22,9.22,9.22,0.25,0.25,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.71            ,                ,F.71            ,PLT10*200,Q355    ,10,200,615,1,1,9.67,9.67,9.67,9.67,9.67,0.26,0.26,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.47            ,                ,W.47            ,PLT6*280,Q355    ,6,280,615,1,1,7.94,7.94,7.94,7.94,7.94,0.35,0.35,2460,,
25,BG-1.....25 - NXE,BG-1.....25 - NXE-SBT1.6          ,COT             ,SBT1.6          ,H200X200X8X12,Q355    ,,          ,9179,       ,1,             ,703.27,703.27,706.41,902.99,13.05,23.73,,25637.6,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BP.1            ,                ,BP.1            ,PLT16*240,Q355    ,16,240,240,1,1,7.23,,,7.23,7.23,0.13,0.13,,1248,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.27            ,                ,F.27            ,PLT12*200,Q355    ,12,200,9024,2,2,170.01,340.02,340.02,340.02,340.02,3.83,7.66,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.5             ,                ,S.5             ,PLT10*96,Q355    ,10,96,175,2,2,1.29,,,2.58,2.58,0.04,0.08,,1314.4,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.11            ,                ,S.11            ,PLT10*96,Q355    ,10,96,176,6,6,1.22,,,7.32,7.32,0.04,0.22,,3955.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-STB.1           ,                ,STB.1           ,D19,SS400   ,STUD BOLT D19,(Kg/m)    ,70,106,106,0.16,,,16.96,16.96,0,0.49,,0,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.16            ,                ,W.16            ,PLT8*176,Q355    ,8,176,9024,1,1,99.74,99.74,99.74,99.74,99.74,3.32,3.32,36096,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.1            ,                ,BK.1            ,H400*200*6*8,Q355    ,,          ,502,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.57            ,                ,F.57            ,PLT8*200,Q355    ,8,200,486,1,2,6.11,6.11,12.22,6.11,12.22,0.21,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.25            ,                ,W.25            ,PLT6*384,Q355    ,6,384,486,1,2,8.71,8.71,17.42,8.71,17.42,0.38,0.76,3888,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.2            ,                ,BK.2            ,H400*200*6*8,Q355    ,,          ,499,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.66            ,                ,F.66            ,PLT8*200,Q355    ,8,200,481,1,2,6.05,6.05,12.1,6.05,12.1,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.27            ,                ,W.27            ,PLT6*384,Q355    ,6,384,483,1,2,8.67,8.67,17.34,8.67,17.34,0.38,0.76,3864,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.7            ,                ,BK.7            ,H300*200*6*10,Q355    ,,          ,596,3,3,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,3,12.66,,,12.66,37.98,0.22,0.67,,4824,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,6,8.88,17.76,53.28,17.76,53.28,0.24,1.45,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,3,0.31,,,0.31,0.93,0.02,0.05,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.29            ,                ,W.29            ,PLT6*280,Q355    ,6,280,580,1,3,7.58,7.58,22.74,7.58,22.74,0.33,1,6960,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.16           ,                ,BK.16           ,H300*200*6*10,Q355    ,,          ,500,1,1,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,1,12.66,,,12.66,12.66,0.22,0.22,,1608,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.67            ,                ,F.67            ,PLT10*200,Q355    ,10,200,483,2,2,7.6,15.2,15.2,15.2,15.2,0.21,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.46            ,                ,W.46            ,PLT6*280,Q355    ,6,280,484,1,1,6.32,6.32,6.32,6.32,6.32,0.28,0.28,1936,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.17           ,                ,BK.17           ,H300*200*8*10,Q355    ,,          ,596,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,2,12.66,,,12.66,25.32,0.22,0.45,,3216,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,4,8.88,17.76,35.52,17.76,35.52,0.24,0.97,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,2,0.31,,,0.31,0.62,0.02,0.03,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.44            ,                ,W.44            ,PLT8*280,Q355    ,8,280,580,1,2,10.11,10.11,20.22,10.11,20.22,0.34,0.67,4640,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-SRT2.3          ,                ,SRT2.3          ,H300X200X6X10,Q355    ,,          ,631,1,1,,,,,,,,,0,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-EP.3            ,                ,EP.3            ,PLT16*240,Q355    ,16,240,420,1,1,12.66,,,12.66,12.66,0.22,0.22,,1608,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.70            ,                ,F.70            ,PLT10*200,Q355    ,10,200,586,1,1,9.22,9.22,9.22,9.22,9.22,0.25,0.25,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.71            ,                ,F.71            ,PLT10*200,Q355    ,10,200,615,1,1,9.67,9.67,9.67,9.67,9.67,0.26,0.26,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.47            ,                ,W.47            ,PLT6*280,Q355    ,6,280,615,1,1,7.94,7.94,7.94,7.94,7.94,0.35,0.35,2460,,
26,BG-1.....25 - NXE,BG-1.....25 - NXE-SC1.1           ,COT             ,SC1.1           ,H200X200X8X12,Q355    ,,          ,8502,       ,1,             ,505.28,505.28,519.71,597.63,9.1,15.43,,17367.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BP.1            ,                ,BP.1            ,PLT16*240,Q355    ,16,240,240,1,1,7.23,,,7.23,7.23,0.13,0.13,,1248,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-EP.1            ,                ,EP.1            ,PLT16*240,Q355    ,16,240,320,1,1,9.65,,,9.65,9.65,0.17,0.17,,1408,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.1             ,                ,F.1             ,PLT12*200,Q355    ,12,200,8470,2,2,159.59,319.18,319.18,319.18,319.18,3.6,7.19,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-GP.3            ,                ,GP.3            ,PLT6*186,Q355    ,6,186,188,1,1,1.48,,,1.48,1.48,0.07,0.07,,971.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.7             ,                ,S.7             ,PLT6*96,Q355    ,6,96,176,4,4,0.75,,,3,3,0.03,0.14,,2636.8,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.11            ,                ,S.11            ,PLT10*96,Q355    ,10,96,176,6,6,1.22,,,7.32,7.32,0.04,0.22,,3955.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.1             ,                ,W.1             ,PLT8*176,Q355    ,8,176,8470,1,1,93.62,93.62,93.62,93.62,93.62,3.12,3.12,33880,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.1            ,                ,BK.1            ,H400*200*6*8,Q355    ,,          ,502,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.57            ,                ,F.57            ,PLT8*200,Q355    ,8,200,486,1,2,6.11,6.11,12.22,6.11,12.22,0.21,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.25            ,                ,W.25            ,PLT6*384,Q355    ,6,384,486,1,2,8.71,8.71,17.42,8.71,17.42,0.38,0.76,3888,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.7            ,                ,BK.7            ,H300*200*6*10,Q355    ,,          ,596,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,2,12.66,,,12.66,25.32,0.22,0.45,,3216,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,4,8.88,17.76,35.52,17.76,35.52,0.24,0.97,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,2,0.31,,,0.31,0.62,0.02,0.03,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.29            ,                ,W.29            ,PLT6*280,Q355    ,6,280,580,1,2,7.58,7.58,15.16,7.58,15.16,0.33,0.66,4640,,
27,BG-1.....25 - NXE,BG-1.....25 - NXE-SC1.2           ,COT             ,SC1.2           ,H200X200X8X12,Q355    ,,          ,9132,       ,1,             ,576.96,576.96,586.57,704,14.51,18.39,,21139.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BP.1            ,                ,BP.1            ,PLT16*240,Q355    ,16,240,240,1,1,7.23,,,7.23,7.23,0.13,0.13,,1248,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.3            ,                ,CP.3            ,PLT16*240,Q355    ,16,240,240,1,1,7.23,,,7.23,7.23,0.13,0.13,,1248,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.2             ,                ,F.2             ,PLT12*200,Q355    ,12,200,9097,1,1,171.39,171.39,171.39,171.39,171.39,3.86,3.86,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.3             ,                ,F.3             ,PLT12*200,Q355    ,12,200,9078,1,1,171.04,171.04,171.04,171.04,171.04,3.85,3.85,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-GP.3            ,                ,GP.3            ,PLT6*186,Q355    ,6,186,188,1,1,1.48,,,1.48,1.48,0.07,0.07,,971.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.7             ,                ,S.7             ,PLT6*96,Q355    ,6,96,176,4,4,0.75,,,3,3,0.03,0.14,,2636.8,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.11            ,                ,S.11            ,PLT10*96,Q355    ,10,96,176,6,6,1.22,,,7.32,7.32,0.04,0.22,,3955.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.2             ,                ,W.2             ,PLT8*176,Q355    ,8,176,9097,1,1,100.45,100.45,100.45,100.45,100.45,3.35,3.35,36388,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.2            ,                ,BK.2            ,H400*200*6*8,Q355    ,,          ,500,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.66            ,                ,F.66            ,PLT8*200,Q355    ,8,200,481,1,2,6.05,6.05,12.1,6.05,12.1,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.27            ,                ,W.27            ,PLT6*384,Q355    ,6,384,484,1,2,8.67,8.67,17.34,8.67,17.34,0.38,0.76,3872,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.3            ,                ,BK.3            ,H400*200*6*8,Q355    ,,          ,502,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.57            ,                ,F.57            ,PLT8*200,Q355    ,8,200,486,1,2,6.11,6.11,12.22,6.11,12.22,0.21,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.34            ,                ,W.34            ,PLT6*384,Q355    ,6,384,486,1,2,8.71,8.71,17.42,8.71,17.42,0.38,0.76,3888,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.7            ,                ,BK.7            ,H300*200*6*10,Q355    ,,          ,596,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,2,12.66,,,12.66,25.32,0.22,0.45,,3216,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,4,8.88,17.76,35.52,17.76,35.52,0.24,0.97,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,2,0.31,,,0.31,0.62,0.02,0.03,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.29            ,                ,W.29            ,PLT6*280,Q355    ,6,280,580,1,2,7.58,7.58,15.16,7.58,15.16,0.33,0.66,4640,,
28,BG-1.....25 - NXE,BG-1.....25 - NXE-SC1.3           ,COT             ,SC1.3           ,H200X200X8X12,Q355    ,,          ,9498,       ,1,             ,553.61,553.61,568.14,645.96,9.89,16.64,,17367.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BP.1            ,                ,BP.1            ,PLT16*240,Q355    ,16,240,240,1,1,7.23,,,7.23,7.23,0.13,0.13,,1248,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-EP.1            ,                ,EP.1            ,PLT16*240,Q355    ,16,240,320,1,1,9.65,,,9.65,9.65,0.17,0.17,,1408,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.4             ,                ,F.4             ,PLT12*200,Q355    ,12,200,9466,2,2,178.35,356.7,356.7,356.7,356.7,4.02,8.04,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-GP.3            ,                ,GP.3            ,PLT6*186,Q355    ,6,186,188,1,1,1.48,,,1.48,1.48,0.07,0.07,,971.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,1,0.31,,,0.31,0.31,0.02,0.02,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.7             ,                ,S.7             ,PLT6*96,Q355    ,6,96,176,4,4,0.75,,,3,3,0.03,0.14,,2636.8,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.11            ,                ,S.11            ,PLT10*96,Q355    ,10,96,176,6,6,1.22,,,7.32,7.32,0.04,0.22,,3955.2,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.3             ,                ,W.3             ,PLT8*176,Q355    ,8,176,9466,1,1,104.63,104.63,104.63,104.63,104.63,3.49,3.49,37864,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.2            ,                ,BK.2            ,H400*200*6*8,Q355    ,,          ,500,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.8            ,                ,CP.8            ,PLT16*240,Q355    ,16,240,599,1,2,18.09,,,18.09,36.18,0.31,0.63,,3932,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.56            ,                ,F.56            ,PLT8*200,Q355    ,8,200,484,1,2,6.08,6.08,12.16,6.08,12.16,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.66            ,                ,F.66            ,PLT8*200,Q355    ,8,200,481,1,2,6.05,6.05,12.1,6.05,12.1,0.2,0.41,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,2,4,0.31,,,0.62,1.24,0.02,0.06,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.27            ,                ,W.27            ,PLT6*384,Q355    ,6,384,484,1,2,8.67,8.67,17.34,8.67,17.34,0.38,0.76,3872,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BK.7            ,                ,BK.7            ,H300*200*6*10,Q355    ,,          ,596,2,2,,,,,,,,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-CP.2            ,                ,CP.2            ,PLT16*240,Q355    ,16,240,420,1,2,12.66,,,12.66,25.32,0.22,0.45,,3216,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.49            ,                ,F.49            ,PLT10*200,Q355    ,10,200,580,2,4,8.88,17.76,35.52,17.76,35.52,0.24,0.97,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,2,0.31,,,0.31,0.62,0.02,0.03,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-W.29            ,                ,W.29            ,PLT6*280,Q355    ,6,280,580,1,2,7.58,7.58,15.16,7.58,15.16,0.33,0.66,4640,,
29,BG-1.....25 - NXE,BG-1.....25 - NXE-SC1.4           ,COT             ,SC1.4           ,H200X200X8X12,Q355    ,,          ,8504,       ,12,             ,567.71,6812.52,524.67,8220.48,9.11,210.55,,242832,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-BP.1            ,                ,BP.1            ,PLT16*240,Q355    ,16,240,240,1,12,7.23,,,7.23,86.76,0.13,1.57,,14976,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-EP.1            ,                ,EP.1            ,PLT16*240,Q355    ,16,240,320,1,12,9.65,,,9.65,115.8,0.17,2.06,,16896,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-F.1             ,                ,F.1             ,PLT12*200,Q355    ,12,200,8472,2,24,159.62,319.24,3830.88,319.24,3830.88,3.6,86.33,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-GP.3            ,                ,GP.3            ,PLT6*186,Q355    ,6,186,188,2,24,1.48,,,2.96,35.52,0.07,1.62,,23308.8,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-R.1             ,                ,R.1             ,PLT6*100,Q355    ,6,100,100,1,12,0.31,,,0.31,3.72,0.02,0.18,,,
           ,BG-1.....25 - NXE,BG-1.....25 - NXE-S.7             ,                ,S.7             ,PLT6*96,Q355    ,6,96,176,4,48,0.75,,,3,36,0.03,1.68,,31641.6,
